Iteration 1: c = [, s = Ú√Õ, state = 0
Iteration 8494: c = r, s = rrtre, state = 9
Iteration 8495: c = ], s = aeaee, state = 9
Iteration 8496: c = t, s = aarxx, state = 9
Iteration 8497: c = ], s = tttrs, state = 9
Iteration 8498: c = s, s = ataxr, state = 9
Iteration 8499: c = ), s = erret, state = 9
Iteration 8500: c = (, s = rrete, state = 9
Iteration 8501: c = [, s = saxrs, state = 9
Iteration 8502: c = {, s = sxxxx, state = 9
Iteration 8503: c = a, s = trxaa, state = 9
Iteration 8504: c = [, s = xxxar, state = 9
Iteration 8505: c = [, s = atsra, state = 9
Iteration 8506: c = {, s = rxtar, state = 9
Iteration 8507: c = s, s = exeee, state = 9
Iteration 8508: c = s, s = seaxe, state = 9
Iteration 8509: c = ), s = xsxes, state = 9
Iteration 8510: c = [, s = aates, state = 9
Iteration 8511: c = [, s = aasaa, state = 9
Iteration 8512: c = (, s = xatst, state = 9
Iteration 8513: c = e, s = asaxx, state = 9
Iteration 8514: c = x, s = ssrxa, state = 9
Iteration 8515: c =  , s = rexex, state = 9
Iteration 8516: c = s, s = xetre, state = 9
Iteration 8517: c = ], s = axsxa, state = 9
Iteration 8518: c = s, s = sxers, state = 9
Iteration 8519: c =  , s = aerar, state = 9
Iteration 8520: c = s, s = raaae, state = 9
Iteration 8521: c = a, s = sxata, state = 9
Iteration 8522: c =  , s = srsxa, state = 9
Iteration 8523: c = r, s = aaxss, state = 9
Iteration 8524: c = r, s = rsaat, state = 9
Iteration 8525: c = }, s = txsxe, state = 9
Iteration 8526: c =  , s = xarar, state = 9
Iteration 8527: c = r, s = eettx, state = 9
Iteration 8528: c = e, s = rraas, state = 9
Iteration 8529: c = e, s = sxarx, state = 9
Iteration 8530: c = r, s = raess, state = 9
Iteration 8531: c = x, s = eaxax, state = 9
Iteration 8532: c = x, s = teesa, state = 9
Iteration 8533: c = x, s = etsxx, state = 9
Iteration 8534: c = t, s = sxasa, state = 9
Iteration 8535: c = }, s = xetrx, state = 9
Iteration 8536: c = s, s = xsrta, state = 9
Iteration 8537: c =  , s = seatt, state = 9
Iteration 8538: c = x, s = exxse, state = 9
Iteration 8539: c = e, s = arrer, state = 9
Iteration 8540: c = a, s = tsxrx, state = 9
Iteration 8541: c = ), s = exexr, state = 9
Iteration 8542: c = t, s = esaer, state = 9
Iteration 8543: c =  , s = aaxxe, state = 9
Iteration 8544: c = a, s = atrex, state = 9
Iteration 8545: c = t, s = rstsx, state = 9
Iteration 8546: c = t, s = taaat, state = 9
Iteration 8547: c =  , s = ateae, state = 9
Iteration 8548: c = r, s = axaxx, state = 9
Iteration 8549: c = }, s = reaxt, state = 9
Iteration 8550: c = e, s = sxatt, state = 9
Iteration 8551: c = t, s = eaxrr, state = 9
Iteration 8552: c = {, s = sesee, state = 9
Iteration 8553: c = (, s = sesrs, state = 9
Iteration 8554: c = ], s = eaxea, state = 9
Iteration 8555: c = s, s = rsaxe, state = 9
Iteration 8556: c = t, s = reexs, state = 9
Iteration 8557: c = a, s = trets, state = 9
Iteration 8558: c = ], s = rraar, state = 9
Iteration 8559: c = [, s = trrrt, state = 9
Iteration 8560: c = }, s = aaaat, state = 9
Iteration 8561: c = x, s = ereta, state = 9
Iteration 8562: c = ), s = xrtxa, state = 9
Iteration 8563: c = a, s = rttar, state = 9
Iteration 8564: c = t, s = eerxe, state = 9
Iteration 8565: c = }, s = eraer, state = 9
Iteration 8566: c = ), s = raxrr, state = 9
Iteration 8567: c = a, s = sarer, state = 9
Iteration 8568: c = ], s = rexar, state = 9
Iteration 8569: c = r, s = teasx, state = 9
Iteration 8570: c = [, s = eatet, state = 9
Iteration 8571: c = a, s = aaeta, state = 9
Iteration 8572: c = }, s = exesx, state = 9
Iteration 8573: c = ), s = rtssx, state = 9
Iteration 8574: c = e, s = tarsr, state = 9
Iteration 8575: c = ], s = etrar, state = 9
Iteration 8576: c = {, s = sxete, state = 9
Iteration 8577: c = [, s = rrxrr, state = 9
Iteration 8578: c = {, s = seera, state = 9
Iteration 8579: c = }, s = axxee, state = 9
Iteration 8580: c = t, s = rrsar, state = 9
Iteration 8581: c = {, s = aasse, state = 9
Iteration 8582: c = [, s = rtett, state = 9
Iteration 8583: c = ), s = sesxt, state = 9
Iteration 8584: c = r, s = xssrr, state = 9
Iteration 8585: c = }, s = easrs, state = 9
Iteration 8586: c = t, s = sssar, state = 9
Iteration 8587: c =  , s = tetsr, state = 9
Iteration 8588: c = t, s = rssrr, state = 9
Iteration 8589: c = {, s = saesx, state = 9
Iteration 8590: c = s, s = tters, state = 9
Iteration 8591: c = e, s = sxsxa, state = 9
Iteration 8592: c = e, s = sterx, state = 9
Iteration 8593: c = r, s = arare, state = 9
Iteration 8594: c = s, s = reexr, state = 9
Iteration 8595: c = r, s = rxexs, state = 9
Iteration 8596: c = (, s = raxae, state = 9
Iteration 8597: c = {, s = txert, state = 9
Iteration 8598: c = t, s = asetr, state = 9
Iteration 8599: c = s, s = aerrs, state = 9
Iteration 8600: c = a, s = tartr, state = 9
Iteration 8601: c = t, s = atxxa, state = 9
Iteration 8602: c = s, s = srrre, state = 9
Iteration 8603: c = }, s = xeset, state = 9
Iteration 8604: c = t, s = teeas, state = 9
Iteration 8605: c = t, s = xexre, state = 9
Iteration 8606: c = t, s = sassx, state = 9
Iteration 8607: c = ), s = txraa, state = 9
Iteration 8608: c = r, s = trrsr, state = 9
Iteration 8609: c = x, s = exsts, state = 9
Iteration 8610: c = r, s = tstst, state = 9
Iteration 8611: c = [, s = aater, state = 9
Iteration 8612: c =  , s = reets, state = 9
Iteration 8613: c = }, s = tesxe, state = 9
Iteration 8614: c = r, s = setss, state = 9
Iteration 8615: c = s, s = teaas, state = 9
Iteration 8616: c = s, s = txxxt, state = 9
Iteration 8617: c = ), s = aaeax, state = 9
Iteration 8618: c = s, s = xxstt, state = 9
Iteration 8619: c = s, s = etsxt, state = 9
Iteration 8620: c = t, s = aerar, state = 9
Iteration 8621: c = [, s = exree, state = 9
Iteration 8622: c = {, s = txrtr, state = 9
Iteration 8623: c = a, s = aettx, state = 9
Iteration 8624: c =  , s = rtase, state = 9
Iteration 8625: c =  , s = xrxax, state = 9
Iteration 8626: c = {, s = tarxt, state = 9
Iteration 8627: c = r, s = errae, state = 9
Iteration 8628: c = (, s = rseas, state = 9
Iteration 8629: c = e, s = assae, state = 9
Iteration 8630: c = {, s = estxe, state = 9
Iteration 8631: c = (, s = sease, state = 9
Iteration 8632: c = s, s = atxsa, state = 9
Iteration 8633: c = x, s = xxrsr, state = 9
Iteration 8634: c = ], s = essta, state = 9
Iteration 8635: c = ), s = testr, state = 9
Iteration 8636: c = s, s = erxxt, state = 9
Iteration 8637: c = x, s = xxxxx, state = 9
Iteration 8638: c = r, s = aeasx, state = 9
Iteration 8639: c = (, s = raaaa, state = 9
Iteration 8640: c = }, s = xxast, state = 9
Iteration 8641: c = (, s = eaxxr, state = 9
Iteration 8642: c =  , s = tttst, state = 9
Iteration 8643: c = e, s = srart, state = 9
Iteration 8644: c = r, s = artax, state = 9
Iteration 8645: c = r, s = raasa, state = 9
Iteration 8646: c = {, s = exaea, state = 9
Iteration 8647: c = }, s = rasss, state = 9
Iteration 8648: c = ], s = trxxt, state = 9
Iteration 8649: c = t, s = xxaaa, state = 9
Iteration 8650: c = [, s = eratt, state = 9
Iteration 8651: c =  , s = sesea, state = 9
Iteration 8652: c = s, s = sxtes, state = 9
Iteration 8653: c = s, s = erttt, state = 9
Iteration 8654: c = t, s = taaet, state = 9
Iteration 8655: c = r, s = strre, state = 9
Iteration 8656: c = (, s = ttesr, state = 9
Iteration 8657: c =  , s = xtere, state = 9
Iteration 8658: c = {, s = atrte, state = 9
Iteration 8659: c = (, s = taaex, state = 9
Iteration 8660: c = }, s = ttars, state = 9
Iteration 8661: c = r, s = xstas, state = 9
Iteration 8662: c = x, s = rtaxx, state = 9
Iteration 8663: c = }, s = aresa, state = 9
Iteration 8664: c = a, s = eretr, state = 9
Iteration 8665: c = a, s = aarxa, state = 9
Iteration 8666: c = {, s = sesxx, state = 9
Iteration 8667: c = t, s = aettr, state = 9
Iteration 8668: c = {, s = arxrr, state = 9
Iteration 8669: c = e, s = srsas, state = 9
Iteration 8670: c = [, s = xeeer, state = 9
Iteration 8671: c = s, s = aeaxa, state = 9
Iteration 8672: c = [, s = etxre, state = 9
Iteration 8673: c = s, s = sttat, state = 9
Iteration 8674: c = (, s = xxsas, state = 9
Iteration 8675: c = t, s = rrata, state = 9
Iteration 8676: c = e, s = setax, state = 9
Iteration 8677: c = a, s = xarta, state = 9
Iteration 8678: c = s, s = rxrst, state = 9
Iteration 8679: c = s, s = xstxx, state = 9
Iteration 8680: c = t, s = sseat, state = 9
Iteration 8681: c = a, s = tarrx, state = 9
Iteration 8682: c = ), s = eaxxe, state = 9
Iteration 8683: c = e, s = ertre, state = 9
Iteration 8684: c = }, s = aaaxr, state = 9
Iteration 8685: c = e, s = etxtx, state = 9
Iteration 8686: c = a, s = tttax, state = 9
Iteration 8687: c = x, s = txtet, state = 9
Iteration 8688: c = s, s = etxst, state = 9
Iteration 8689: c = s, s = axarx, state = 9
Iteration 8690: c = ), s = ttxsx, state = 9
Iteration 8691: c = [, s = xsset, state = 9
Iteration 8692: c = e, s = teets, state = 9
Iteration 8693: c =  , s = rares, state = 9
Iteration 8694: c = }, s = ttrsx, state = 9
Iteration 8695: c = t, s = xtrra, state = 9
Iteration 8696: c = (, s = tetre, state = 9
Iteration 8697: c = s, s = sxtss, state = 9
Iteration 8698: c = t, s = aeess, state = 9
Iteration 8699: c = a, s = tertr, state = 9
Iteration 8700: c = (, s = sesrt, state = 9
Iteration 8701: c = x, s = eeaae, state = 9
Iteration 8702: c = ), s = sttre, state = 9
Iteration 8703: c = s, s = axxrs, state = 9
Iteration 8704: c = [, s = srtrt, state = 9
Iteration 8705: c = {, s = xaxaa, state = 9
Iteration 8706: c = (, s = xrear, state = 9
Iteration 8707: c = [, s = terex, state = 9
Iteration 8708: c = s, s = eaarr, state = 9
Iteration 8709: c = e, s = taere, state = 9
Iteration 8710: c = [, s = aarxt, state = 9
Iteration 8711: c =  , s = tsrte, state = 9
Iteration 8712: c = r, s = ttsxt, state = 9
Iteration 8713: c = ), s = sssee, state = 9
Iteration 8714: c = ), s = xetxa, state = 9
Iteration 8715: c = [, s = etear, state = 9
Iteration 8716: c = t, s = raxsr, state = 9
Iteration 8717: c = t, s = aatea, state = 9
Iteration 8718: c = x, s = xasas, state = 9
Iteration 8719: c = s, s = reart, state = 9
Iteration 8720: c = [, s = rsrts, state = 9
Iteration 8721: c = e, s = trsax, state = 9
Iteration 8722: c = [, s = trars, state = 9
Iteration 8723: c = a, s = staaa, state = 9
Iteration 8724: c = t, s = aasaa, state = 9
Iteration 8725: c = [, s = ssxea, state = 9
Iteration 8726: c = s, s = exexs, state = 9
Iteration 8727: c =  , s = eratr, state = 9
Iteration 8728: c = t, s = rtsxa, state = 9
Iteration 8729: c = }, s = sxrae, state = 9
Iteration 8730: c = a, s = xtarr, state = 9
Iteration 8731: c = a, s = aeasx, state = 9
Iteration 8732: c = x, s = strxt, state = 9
Iteration 8733: c = ], s = rrere, state = 9
Iteration 8734: c = r, s = tssar, state = 9
Iteration 8735: c = x, s = axtra, state = 9
Iteration 8736: c = x, s = rarra, state = 9
Iteration 8737: c = r, s = aster, state = 9
Iteration 8738: c =  , s = raatt, state = 9
Iteration 8739: c = (, s = xxtrs, state = 9
Iteration 8740: c = x, s = ratxs, state = 9
Iteration 8741: c =  , s = saasa, state = 9
Iteration 8742: c = r, s = etaae, state = 9
Iteration 8743: c = [, s = axsax, state = 9
Iteration 8744: c = r, s = aexxa, state = 9
Iteration 8745: c =  , s = sexre, state = 9
Iteration 8746: c = {, s = etate, state = 9
Iteration 8747: c = s, s = ttees, state = 9
Iteration 8748: c = x, s = stxtt, state = 9
Iteration 8749: c = (, s = rsexs, state = 9
Iteration 8750: c = s, s = eaarr, state = 9
Iteration 8751: c = e, s = xttas, state = 9
Iteration 8752: c = r, s = eerxe, state = 9
Iteration 8753: c = }, s = rrtsr, state = 9
Iteration 8754: c =  , s = axxae, state = 9
Iteration 8755: c = x, s = aeaas, state = 9
Iteration 8756: c = ], s = tarxx, state = 9
Iteration 8757: c = [, s = trret, state = 9
Iteration 8758: c = (, s = raert, state = 9
Iteration 8759: c = s, s = xaexr, state = 9
Iteration 8760: c = }, s = trett, state = 9
Iteration 8761: c = e, s = xsasr, state = 9
Iteration 8762: c = r, s = etrta, state = 9
Iteration 8763: c = ], s = srets, state = 9
Iteration 8764: c = }, s = xasxe, state = 9
Iteration 8765: c = a, s = errst, state = 9
Iteration 8766: c = ], s = tatsa, state = 9
Iteration 8767: c = e, s = xtsat, state = 9
Iteration 8768: c = s, s = xstrr, state = 9
Iteration 8769: c = }, s = etaex, state = 9
Iteration 8770: c = a, s = xreex, state = 9
Iteration 8771: c = {, s = aattr, state = 9
Iteration 8772: c = a, s = aexss, state = 9
Iteration 8773: c = ], s = eraxe, state = 9
Iteration 8774: c = a, s = arxer, state = 9
Iteration 8775: c = ), s = errss, state = 9
Iteration 8776: c = [, s = xerta, state = 9
Iteration 8777: c = t, s = sreae, state = 9
Iteration 8778: c = e, s = tseta, state = 9
Iteration 8779: c = }, s = etxrx, state = 9
Iteration 8780: c = {, s = srste, state = 9
Iteration 8781: c = t, s = ssees, state = 9
Iteration 8782: c = s, s = ssssr, state = 9
Iteration 8783: c = ], s = srexx, state = 9
Iteration 8784: c = ], s = atrta, state = 9
Iteration 8785: c = r, s = reasr, state = 9
Iteration 8786: c = ], s = xrsrs, state = 9
Iteration 8787: c = {, s = atxtx, state = 9
Iteration 8788: c = ), s = trsar, state = 9
Iteration 8789: c = e, s = xatxe, state = 9
Iteration 8790: c = x, s = raxaa, state = 9
Iteration 8791: c = {, s = xsetr, state = 9
Iteration 8792: c = {, s = txrxe, state = 9
Iteration 8793: c = s, s = ataat, state = 9
Iteration 8794: c = }, s = eeats, state = 9
Iteration 8795: c = [, s = easat, state = 9
Iteration 8796: c = [, s = xxrxx, state = 9
Iteration 8797: c = s, s = xexxe, state = 9
Iteration 8798: c = }, s = sxxss, state = 9
Iteration 8799: c = t, s = rexxx, state = 9
Iteration 8800: c = [, s = aresr, state = 9
Iteration 8801: c = {, s = xrxsx, state = 9
Iteration 8802: c = t, s = xrrsr, state = 9
Iteration 8803: c = [, s = aaree, state = 9
Iteration 8804: c = (, s = ssexx, state = 9
Iteration 8805: c = x, s = reaxr, state = 9
Iteration 8806: c = e, s = srtts, state = 9
Iteration 8807: c = e, s = eaert, state = 9
Iteration 8808: c = {, s = sasrt, state = 9
Iteration 8809: c = {, s = tsxtr, state = 9
Iteration 8810: c = x, s = tratt, state = 9
Iteration 8811: c =  , s = reaxs, state = 9
Iteration 8812: c =  , s = xraxe, state = 9
Iteration 8813: c = r, s = trstx, state = 9
Iteration 8814: c = ), s = araxa, state = 9
Iteration 8815: c = {, s = txtta, state = 9
Iteration 8816: c = t, s = tsxxe, state = 9
Iteration 8817: c = {, s = atras, state = 9
Iteration 8818: c = r, s = rraer, state = 9
Iteration 8819: c = s, s = tsxer, state = 9
Iteration 8820: c = r, s = sreet, state = 9
Iteration 8821: c = e, s = xrxst, state = 9
Iteration 8822: c = r, s = reart, state = 9
Iteration 8823: c = a, s = sttae, state = 9
Iteration 8824: c = {, s = ssaxa, state = 9
Iteration 8825: c = }, s = aeerx, state = 9
Iteration 8826: c = x, s = easee, state = 9
Iteration 8827: c = e, s = rextt, state = 9
Iteration 8828: c = ), s = aretr, state = 9
Iteration 8829: c = e, s = xxxrx, state = 9
Iteration 8830: c = e, s = rssrx, state = 9
Iteration 8831: c =  , s = trtts, state = 9
Iteration 8832: c = ], s = xasae, state = 9
Iteration 8833: c = ), s = sxera, state = 9
Iteration 8834: c = (, s = taaaa, state = 9
Iteration 8835: c =  , s = tsxxt, state = 9
Iteration 8836: c = ], s = rtexx, state = 9
Iteration 8837: c = }, s = stess, state = 9
Iteration 8838: c = s, s = ertae, state = 9
Iteration 8839: c = t, s = traea, state = 9
Iteration 8840: c = a, s = xrtse, state = 9
Iteration 8841: c = (, s = sasea, state = 9
Iteration 8842: c = [, s = xerra, state = 9
Iteration 8843: c = e, s = tarxe, state = 9
Iteration 8844: c = e, s = ttsea, state = 9
Iteration 8845: c =  , s = treat, state = 9
Iteration 8846: c = x, s = erets, state = 9
Iteration 8847: c = }, s = xsree, state = 9
Iteration 8848: c = r, s = aeext, state = 9
Iteration 8849: c = ), s = txrrx, state = 9
Iteration 8850: c = }, s = stxet, state = 9
Iteration 8851: c = r, s = araxa, state = 9
Iteration 8852: c = a, s = axxer, state = 9
Iteration 8853: c = (, s = esasr, state = 9
Iteration 8854: c = r, s = rrtxr, state = 9
Iteration 8855: c = r, s = taeta, state = 9
Iteration 8856: c = }, s = eattx, state = 9
Iteration 8857: c = (, s = teass, state = 9
Iteration 8858: c = [, s = eesxs, state = 9
Iteration 8859: c = t, s = arsat, state = 9
Iteration 8860: c = s, s = txxxt, state = 9
Iteration 8861: c = (, s = terxs, state = 9
Iteration 8862: c = ), s = tesaa, state = 9
Iteration 8863: c = t, s = raaxs, state = 9
Iteration 8864: c = s, s = txtea, state = 9
Iteration 8865: c = e, s = extrx, state = 9
Iteration 8866: c = ], s = xates, state = 9
Iteration 8867: c = [, s = aarsa, state = 9
Iteration 8868: c =  , s = reatr, state = 9
Iteration 8869: c = {, s = sreae, state = 9
Iteration 8870: c = s, s = rrrxe, state = 9
Iteration 8871: c = e, s = erxas, state = 9
Iteration 8872: c = }, s = sxesa, state = 9
Iteration 8873: c = }, s = xaxar, state = 9
Iteration 8874: c = {, s = xtrrr, state = 9
Iteration 8875: c = (, s = sxees, state = 9
Iteration 8876: c = {, s = xxxxr, state = 9
Iteration 8877: c = e, s = taeat, state = 9
Iteration 8878: c = s, s = xrtta, state = 9
Iteration 8879: c =  , s = rtset, state = 9
Iteration 8880: c = s, s = steet, state = 9
Iteration 8881: c = ), s = xtsat, state = 9
Iteration 8882: c =  , s = seart, state = 9
Iteration 8883: c =  , s = rsexe, state = 9
Iteration 8884: c = t, s = aerax, state = 9
Iteration 8885: c = a, s = sttxs, state = 9
Iteration 8886: c = a, s = xsxtx, state = 9
Iteration 8887: c =  , s = tsexs, state = 9
Iteration 8888: c = (, s = teetx, state = 9
Iteration 8889: c = s, s = xxeea, state = 9
Iteration 8890: c = x, s = ttsee, state = 9
Iteration 8891: c = t, s = ttrxa, state = 9
Iteration 8892: c = r, s = astaa, state = 9
Iteration 8893: c = t, s = ataae, state = 9
Iteration 8894: c = a, s = traea, state = 9
Iteration 8895: c = a, s = texrs, state = 9
Iteration 8896: c = e, s = ssese, state = 9
Iteration 8897: c = t, s = arxaa, state = 9
Iteration 8898: c = [, s = rerst, state = 9
Iteration 8899: c = (, s = ettxs, state = 9
Iteration 8900: c = }, s = ertsa, state = 9
Iteration 8901: c = t, s = saaes, state = 9
Iteration 8902: c = {, s = astta, state = 9
Iteration 8903: c = r, s = xrrrr, state = 9
Iteration 8904: c = x, s = txxxa, state = 9
Iteration 8905: c = ], s = rxset, state = 9
Iteration 8906: c = r, s = etrax, state = 9
Iteration 8907: c = x, s = errae, state = 9
Iteration 8908: c = t, s = rexra, state = 9
Iteration 8909: c = e, s = rtatx, state = 9
Iteration 8910: c = t, s = atrra, state = 9
Iteration 8911: c = x, s = rxaxa, state = 9
Iteration 8912: c = [, s = ratxs, state = 9
Iteration 8913: c = ], s = xsert, state = 9
Iteration 8914: c = r, s = tssts, state = 9
Iteration 8915: c = e, s = taera, state = 9
Iteration 8916: c = (, s = xerxx, state = 9
Iteration 8917: c = [, s = sesxs, state = 9
Iteration 8918: c =  , s = stxts, state = 9
Iteration 8919: c = s, s = tteex, state = 9
Iteration 8920: c = (, s = saxxr, state = 9
Iteration 8921: c = }, s = aesss, state = 9
Iteration 8922: c = ], s = texse, state = 9
Iteration 8923: c = e, s = rttse, state = 9
Iteration 8924: c = (, s = rerxs, state = 9
Iteration 8925: c = x, s = tstre, state = 9
Iteration 8926: c = r, s = extra, state = 9
Iteration 8927: c =  , s = aeset, state = 9
Iteration 8928: c = a, s = serst, state = 9
Iteration 8929: c = a, s = axxex, state = 9
Iteration 8930: c = }, s = reest, state = 9
Iteration 8931: c = ], s = rexxr, state = 9
Iteration 8932: c = r, s = ttxra, state = 9
Iteration 8933: c = ), s = erser, state = 9
Iteration 8934: c = x, s = aesxr, state = 9
Iteration 8935: c = [, s = axsxt, state = 9
Iteration 8936: c = a, s = ttrta, state = 9
Iteration 8937: c = r, s = srees, state = 9
Iteration 8938: c = s, s = srrrs, state = 9
Iteration 8939: c = s, s = xxttt, state = 9
Iteration 8940: c = s, s = rsret, state = 9
Iteration 8941: c = r, s = sasst, state = 9
Iteration 8942: c = e, s = ataxx, state = 9
Iteration 8943: c = ], s = exrts, state = 9
Iteration 8944: c = a, s = rseat, state = 9
Iteration 8945: c =  , s = satae, state = 9
Iteration 8946: c = ], s = stxat, state = 9
Iteration 8947: c = a, s = aastt, state = 9
Iteration 8948: c = r, s = xxter, state = 9
Iteration 8949: c = e, s = xsrsr, state = 9
Iteration 8950: c = [, s = xrars, state = 9
Iteration 8951: c = [, s = stxte, state = 9
Iteration 8952: c = e, s = xeasx, state = 9
Iteration 8953: c = }, s = exrxa, state = 9
Iteration 8954: c = a, s = eetas, state = 9
Iteration 8955: c = (, s = rseer, state = 9
Iteration 8956: c = {, s = aaarr, state = 9
Iteration 8957: c = r, s = aeasa, state = 9
Iteration 8958: c = ], s = xaate, state = 9
Iteration 8959: c = t, s = taste, state = 9
Iteration 8960: c =  , s = exree, state = 9
Iteration 8961: c = }, s = xextt, state = 9
Iteration 8962: c = e, s = eexea, state = 9
Iteration 8963: c = }, s = astrx, state = 9
Iteration 8964: c = a, s = exrta, state = 9
Iteration 8965: c = a, s = aster, state = 9
Iteration 8966: c = s, s = etexx, state = 9
Iteration 8967: c = r, s = artat, state = 9
Iteration 8968: c = r, s = etsra, state = 9
Iteration 8969: c = r, s = assxs, state = 9
Iteration 8970: c = ), s = srxsa, state = 9
Iteration 8971: c = r, s = saxsa, state = 9
Iteration 8972: c = r, s = raata, state = 9
Iteration 8973: c = {, s = raxts, state = 9
Iteration 8974: c =  , s = tarxr, state = 9
Iteration 8975: c = [, s = rxsxr, state = 9
Iteration 8976: c = e, s = esess, state = 9
Iteration 8977: c = }, s = tsxte, state = 9
Iteration 8978: c =  , s = xttsx, state = 9
Iteration 8979: c = x, s = stexs, state = 9
Iteration 8980: c = r, s = xssxx, state = 9
Iteration 8981: c =  , s = sxret, state = 9
Iteration 8982: c = }, s = esxrt, state = 9
Iteration 8983: c = e, s = xtsae, state = 9
Iteration 8984: c = ], s = xsare, state = 9
Iteration 8985: c = a, s = tatss, state = 9
Iteration 8986: c = a, s = extse, state = 9
Iteration 8987: c = t, s = ertre, state = 9
Iteration 8988: c =  , s = saesx, state = 9
Iteration 8989: c = ], s = axaer, state = 9
Iteration 8990: c = ), s = tsxxa, state = 9
Iteration 8991: c = s, s = stear, state = 9
Iteration 8992: c = t, s = tsext, state = 9
Iteration 8993: c = (, s = aaxsr, state = 9
Iteration 8994: c = a, s = srtxs, state = 9
Iteration 8995: c = {, s = axxee, state = 9
Iteration 8996: c =  , s = xxrax, state = 9
Iteration 8997: c = [, s = xatrs, state = 9
Iteration 8998: c = ), s = rxxaa, state = 9
Iteration 8999: c = }, s = esssa, state = 9
Iteration 9000: c = e, s = eaxes, state = 9
Iteration 9001: c = ), s = rreax, state = 9
Iteration 9002: c = {, s = txxxx, state = 9
Iteration 9003: c = r, s = xrxte, state = 9
Iteration 9004: c = {, s = sxrrt, state = 9
Iteration 9005: c = a, s = rarsx, state = 9
Iteration 9006: c = ], s = eeaes, state = 9
Iteration 9007: c = s, s = resea, state = 9
Iteration 9008: c = ], s = ttrre, state = 9
Iteration 9009: c = x, s = xsesa, state = 9
Iteration 9010: c = x, s = xseaa, state = 9
Iteration 9011: c = (, s = earta, state = 9
Iteration 9012: c =  , s = seets, state = 9
Iteration 9013: c =  , s = rxxtr, state = 9
Iteration 9014: c = e, s = tarar, state = 9
Iteration 9015: c = r, s = arsae, state = 9
Iteration 9016: c = ), s = resee, state = 9
Iteration 9017: c = x, s = sarsx, state = 9
Iteration 9018: c = }, s = eerst, state = 9
Iteration 9019: c = {, s = eeate, state = 9
Iteration 9020: c = a, s = errer, state = 9
Iteration 9021: c = x, s = trsse, state = 9
Iteration 9022: c = [, s = sasre, state = 9
Iteration 9023: c = a, s = tesrt, state = 9
Iteration 9024: c = e, s = trsst, state = 9
Iteration 9025: c = e, s = arxet, state = 9
Iteration 9026: c = {, s = xxtrr, state = 9
Iteration 9027: c = ], s = rstxx, state = 9
Iteration 9028: c = ), s = taaat, state = 9
Iteration 9029: c = [, s = easaa, state = 9
Iteration 9030: c = a, s = eaara, state = 9
Iteration 9031: c = x, s = arxst, state = 9
Iteration 9032: c = [, s = aratt, state = 9
Iteration 9033: c = ), s = staex, state = 9
Iteration 9034: c =  , s = ratax, state = 9
Iteration 9035: c = t, s = serrx, state = 9
Iteration 9036: c = ), s = eetxt, state = 9
Iteration 9037: c = s, s = aexst, state = 9
Iteration 9038: c = x, s = satas, state = 9
Iteration 9039: c = (, s = tatax, state = 9
Iteration 9040: c =  , s = arets, state = 9
Iteration 9041: c = ), s = exeee, state = 9
Iteration 9042: c = ], s = rarea, state = 9
Iteration 9043: c = {, s = rtrea, state = 9
Iteration 9044: c = t, s = reess, state = 9
Iteration 9045: c = t, s = aaras, state = 9
Iteration 9046: c = t, s = axeee, state = 9
Iteration 9047: c = t, s = essae, state = 9
Iteration 9048: c = s, s = saxex, state = 9
Iteration 9049: c =  , s = errar, state = 9
Iteration 9050: c = r, s = xsxex, state = 9
Iteration 9051: c = r, s = ettex, state = 9
Iteration 9052: c = ], s = terre, state = 9
Iteration 9053: c = ), s = sxrta, state = 9
Iteration 9054: c = [, s = xexaa, state = 9
Iteration 9055: c = r, s = extae, state = 9
Iteration 9056: c = x, s = xatrr, state = 9
Iteration 9057: c =  , s = rartr, state = 9
Iteration 9058: c = a, s = taxxt, state = 9
Iteration 9059: c = r, s = essre, state = 9
Iteration 9060: c = ), s = aasxx, state = 9
Iteration 9061: c = }, s = esrsa, state = 9
Iteration 9062: c = {, s = tsxae, state = 9
Iteration 9063: c = a, s = sxxxt, state = 9
Iteration 9064: c = }, s = raeax, state = 9
Iteration 9065: c = [, s = eraee, state = 9
Iteration 9066: c = {, s = xxtxx, state = 9
Iteration 9067: c = s, s = srtss, state = 9
Iteration 9068: c = }, s = sttes, state = 9
Iteration 9069: c = e, s = aarre, state = 9
Iteration 9070: c = ), s = aaret, state = 9
Iteration 9071: c = ], s = arxet, state = 9
Iteration 9072: c =  , s = rstsr, state = 9
Iteration 9073: c = t, s = ersre, state = 9
Iteration 9074: c = }, s = xrxte, state = 9
Iteration 9075: c = ], s = xexst, state = 9
Iteration 9076: c = }, s = aeaxt, state = 9
Iteration 9077: c = s, s = raete, state = 9
Iteration 9078: c = {, s = sarre, state = 9
Iteration 9079: c = x, s = xsxte, state = 9
Iteration 9080: c = ), s = xssxr, state = 9
Iteration 9081: c = e, s = xtxtr, state = 9
Iteration 9082: c = t, s = tatre, state = 9
Iteration 9083: c = e, s = rexra, state = 9
Iteration 9084: c = }, s = trxta, state = 9
Iteration 9085: c = s, s = retrs, state = 9
Iteration 9086: c = x, s = seass, state = 9
Iteration 9087: c = x, s = xeers, state = 9
Iteration 9088: c = e, s = eeatx, state = 9
Iteration 9089: c = (, s = srrxs, state = 9
Iteration 9090: c = ], s = etaee, state = 9
